filename_id,class_label,defocus_label
holodetect_heamato_2024-10-14_13-32-18.27__hlg_134_idx_9_cnt_404_596_dst_21654.40,0,1.9578153908872475
holodetect_heamato_2024-10-14_13-30-37.466__hlg_42_idx_5_cnt_940_300_dst_16415.03,0,-9.985237258805586
holodetect_heamato_2024-10-14_13-30-12.487__hlg_19_idx_14_cnt_1272_856_dst_19422.47,0,7.492938750639045
holodetect_heamato_2024-10-14_13-30-52.625__hlg_56_idx_12_cnt_1624_668_dst_20598.61,0,2.6981942453922403
holodetect_heamato_2024-10-14_13-32-43.286__hlg_156_idx_8_cnt_300_464_dst_18833.28,0,-0.0469028806824933
holodetect_heamato_2024-10-14_13-32-54.601__hlg_166_idx_17_cnt_848_760_dst_19622.35,0,-3.108330931701322
holodetect_heamato_2024-10-14_13-31-56.605__hlg_114_idx_11_cnt_84_868_dst_21398.62,0,-3.251377330721694
holodetect_heamato_2024-10-14_13-29-57.264__hlg_4_idx_15_cnt_196_664_dst_20327.70,0,-9.717597393408449
unfocused_holodetect_heamato_2024-10-14_13-31-28.162__hlg_88_idx_1_cnt_796_132_dst_20564.77,0,-7.761911664264048
holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_22_cnt_1316_704_dst_15638.50,0,8.063113106410562
holodetect_heamato_2024-10-14_13-32-34.445__hlg_148_idx_6_cnt_1464_216_dst_16334.28,0,3.279848937371932
holodetect_heamato_2024-10-14_13-32-48.592__hlg_161_idx_15_cnt_404_508_dst_17515.40,0,5.302618774945107
unfocused_holodetect_heamato_2024-10-14_13-31-04.895__hlg_67_idx_21_cnt_1164_836_dst_16352.91,0,0.915314206491744
holodetect_heamato_2024-10-14_13-33-02.219__hlg_173_idx_10_cnt_1036_424_dst_20562.72,0,1.9809036949120928
holodetect_heamato_2024-10-14_13-31-22.537__hlg_83_idx_13_cnt_508_560_dst_17523.65,0,-8.369550839955604
holodetect_heamato_2024-10-14_13-31-32.498__hlg_92_idx_23_cnt_1140_868_dst_18060.97,0,-6.3010102780843695
holodetect_heamato_2024-10-14_13-33-24.121__hlg_193_idx_7_cnt_628_212_dst_16262.35,0,-2.816676725875882
unfocused_holodetect_heamato_2024-10-14_13-30-52.625__hlg_56_idx_0_cnt_1348_92_dst_17025.36,0,7.850074862723382
holodetect_heamato_2024-10-14_13-30-43.710__hlg_48_idx_14_cnt_1732_596_dst_17110.80,0,-4.048426032496588
unfocused_holodetect_heamato_2024-10-14_13-29-57.264__hlg_4_idx_20_cnt_1784_876_dst_17529.43,0,0.3822912057552141
holodetect_heamato_2024-10-14_13-31-10.572__hlg_72_idx_10_cnt_840_548_dst_20368.07,0,-9.569570031176584
holodetect_heamato_2024-10-14_13-30-14.553__hlg_21_idx_8_cnt_1676_260_dst_19551.18,0,-3.899746432549671
holodetect_heamato_2024-10-14_13-30-11.507__hlg_18_idx_10_cnt_848_848_dst_17886.32,0,8.706163511430438
holodetect_heamato_2024-10-14_13-30-23.166__hlg_29_idx_23_cnt_1544_880_dst_20831.93,0,-7.540833655376375
holodetect_heamato_2024-10-14_13-32-48.592__hlg_161_idx_28_cnt_424_856_dst_20441.72,0,-1.3927030692596598
holodetect_heamato_2024-10-14_13-30-19.968__hlg_26_idx_13_cnt_1000_700_dst_20200.00,0,0.425681349167859
holodetect_heamato_2024-10-14_13-32-55.759__hlg_167_idx_13_cnt_664_780_dst_18631.94,0,-4.4238356861804125
holodetect_heamato_2024-10-14_13-31-33.531__hlg_93_idx_2_cnt_1860_132_dst_18325.40,0,-6.123304000730913
unfocused_holodetect_heamato_2024-10-14_13-32-31.77__hlg_145_idx_6_cnt_596_372_dst_20602.95,0,3.1693476777493257
holodetect_heamato_2024-10-14_13-31-50.49__hlg_108_idx_17_cnt_664_636_dst_15023.47,0,3.2690496469228147
holodetect_heamato_2024-10-14_13-31-41.21__hlg_100_idx_6_cnt_1552_348_dst_18545.15,0,6.297766718171389
unfocused_holodetect_heamato_2024-10-14_13-31-10.572__hlg_72_idx_4_cnt_744_312_dst_19050.22,0,-9.145465308468628
holodetect_heamato_2024-10-14_13-32-10.646__hlg_127_idx_2_cnt_516_184_dst_20657.70,0,4.842051391599773
unfocused_holodetect_heamato_2024-10-14_13-30-46.130__hlg_50_idx_12_cnt_444_900_dst_19210.29,0,7.887472198000943
holodetect_heamato_2024-10-14_13-30-23.166__hlg_29_idx_18_cnt_1808_664_dst_20713.55,0,-9.956668032153464
holodetect_heamato_2024-10-14_13-30-35.250__hlg_40_idx_25_cnt_304_904_dst_20344.60,0,-3.4397626450757146
holodetect_heamato_2024-10-14_13-31-50.49__hlg_108_idx_13_cnt_276_476_dst_16142.72,0,-1.0375736812728409
holodetect_heamato_2024-10-14_13-31-59.701__hlg_117_idx_7_cnt_1436_364_dst_18949.43,0,3.3889613380353767
holodetect_heamato_2024-10-14_13-30-13.568__hlg_20_idx_10_cnt_1672_456_dst_20136.15,0,-2.64203863478347
unfocused_holodetect_heamato_2024-10-14_13-32-25.77__hlg_140_idx_19_cnt_1276_956_dst_20554.96,0,-6.0704970132817575
holodetect_heamato_2024-10-14_13-32-43.286__hlg_156_idx_1_cnt_1312_156_dst_19926.70,0,9.61975758510526
holodetect_heamato_2024-10-14_13-32-07.244__hlg_124_idx_2_cnt_1708_92_dst_19094.65,0,2.623566537419295
holodetect_heamato_2024-10-14_13-32-45.439__hlg_158_idx_7_cnt_972_324_dst_18655.40,0,-7.477167410711805
holodetect_heamato_2024-10-14_13-32-58.970__hlg_170_idx_23_cnt_1468_784_dst_20590.18,0,0.3392978567998561
holodetect_heamato_2024-10-14_13-31-48.814__hlg_107_idx_6_cnt_1360_380_dst_17493.90,0,-4.282703552769743
holodetect_heamato_2024-10-14_13-30-27.608__hlg_33_idx_14_cnt_1496_872_dst_21046.95,0,-1.4261457549310874
holodetect_heamato_2024-10-14_13-32-21.447__hlg_137_idx_10_cnt_972_696_dst_19958.50,0,6.367590533884493
holodetect_heamato_2024-10-14_13-30-39.528__hlg_44_idx_20_cnt_1812_956_dst_22055.40,0,5.332272936938804
holodetect_heamato_2024-10-14_13-30-28.589__hlg_34_idx_5_cnt_1556_300_dst_20374.65,0,-7.673221599157472
holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_14_cnt_920_476_dst_16901.35,0,-5.22490920726227
unfocused_holodetect_heamato_2024-10-14_13-32-43.286__hlg_156_idx_7_cnt_328_428_dst_18414.17,0,4.4477225038949975
holodetect_heamato_2024-10-14_13-31-04.895__hlg_67_idx_24_cnt_1384_928_dst_20962.46,0,-4.463690240522798
holodetect_heamato_2024-10-14_13-31-16.138__hlg_77_idx_19_cnt_260_840_dst_20391.55,0,3.3729408655665227
holodetect_heamato_2024-10-14_13-30-58.251__hlg_61_idx_17_cnt_352_668_dst_16357.75,0,1.6731365804777276
holodetect_heamato_2024-10-14_13-33-13.25__hlg_183_idx_26_cnt_744_760_dst_21720.55,0,-0.1498581098364804
holodetect_heamato_2024-10-14_13-30-55.725__hlg_59_idx_8_cnt_532_532_dst_19993.33,0,-8.306370660474524
unfocused_holodetect_heamato_2024-10-14_13-29-55.430__hlg_1_idx_11_cnt_1092_660_dst_17529.44,0,-8.96037164232073
holodetect_heamato_2024-10-14_13-31-23.727__hlg_84_idx_13_cnt_272_864_dst_18941.72,0,-5.240084678467532
unfocused_holodetect_heamato_2024-10-14_13-30-32.929__hlg_38_idx_19_cnt_788_956_dst_20554.88,0,-2.591769674683233
holodetect_heamato_2024-10-14_13-30-19.968__hlg_26_idx_14_cnt_280_696_dst_18941.72,0,1.1228328804622412
unfocused_holodetect_heamato_2024-10-14_13-31-42.156__hlg_101_idx_4_cnt_1300_184_dst_16041.09,0,8.15755233741947
holodetect_heamato_2024-10-14_13-31-07.64__hlg_69_idx_0_cnt_1456_72_dst_21243.10,0,-3.442684521533219
holodetect_heamato_2024-10-14_13-31-02.680__hlg_65_idx_6_cnt_1812_444_dst_20848.82,0,-3.6624553858978137
holodetect_heamato_2024-10-14_13-32-06.212__hlg_123_idx_5_cnt_1708_304_dst_16357.75,0,2.259343169887316
holodetect_heamato_2024-10-14_13-30-48.90__hlg_52_idx_2_cnt_1804_204_dst_20141.72,0,8.79840686435828
holodetect_heamato_2024-10-14_13-30-15.737__hlg_22_idx_7_cnt_1124_180_dst_21126.70,0,-6.643241088954548
holodetect_heamato_2024-10-14_13-32-50.34__hlg_162_idx_10_cnt_1420_356_dst_19582.35,0,3.58625225242597
unfocused_holodetect_heamato_2024-10-14_13-32-21.447__hlg_137_idx_18_cnt_1232_956_dst_15026.43,0,0.5195621146362428
holodetect_heamato_2024-10-14_13-31-55.473__hlg_113_idx_12_cnt_1824_712_dst_16655.95,0,-0.9698987783498892
holodetect_heamato_2024-10-14_13-30-48.90__hlg_52_idx_4_cnt_972_264_dst_20071.30,0,5.838423296200865
holodetect_heamato_2024-10-14_13-30-35.250__hlg_40_idx_8_cnt_1376_388_dst_17702.35,0,-4.984562811185311
holodetect_heamato_2024-10-14_13-31-36.631__hlg_96_idx_21_cnt_464_688_dst_20141.72,0,-6.227793323696518
holodetect_heamato_2024-10-14_13-30-08.460__hlg_15_idx_17_cnt_280_952_dst_20582.10,0,-0.5768670646654583
holodetect_heamato_2024-10-14_13-32-39.964__hlg_153_idx_14_cnt_232_516_dst_20353.55,0,-2.4712572904650743
holodetect_heamato_2024-10-14_13-33-10.705__hlg_181_idx_4_cnt_272_132_dst_16570.21,0,-0.2344884714211259
holodetect_heamato_2024-10-14_13-30-54.694__hlg_58_idx_6_cnt_1340_328_dst_16293.10,0,-1.9814552485296957
holodetect_heamato_2024-10-14_13-33-20.37__hlg_189_idx_10_cnt_1292_536_dst_17342.72,0,-6.670577769781392
holodetect_heamato_2024-10-14_13-32-25.77__hlg_140_idx_6_cnt_1112_504_dst_15383.10,0,-0.9744999771944074
holodetect_heamato_2024-10-14_13-33-07.666__hlg_178_idx_4_cnt_1136_312_dst_15910.97,0,1.5222065768261284
holodetect_heamato_2024-10-14_13-31-38.800__hlg_98_idx_11_cnt_972_808_dst_19947.45,0,-5.269933309477226
holodetect_heamato_2024-10-14_13-31-06.82__hlg_68_idx_10_cnt_1192_448_dst_19973.65,0,-8.032700165002474
holodetect_heamato_2024-10-14_13-31-07.64__hlg_69_idx_14_cnt_1860_664_dst_21833.85,0,3.60392592045188
holodetect_heamato_2024-10-14_13-31-33.531__hlg_93_idx_12_cnt_400_556_dst_21055.03,0,7.213470262849883
holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_17_cnt_844_600_dst_19968.07,0,-3.7272836987868274
holodetect_heamato_2024-10-14_13-31-02.680__hlg_65_idx_15_cnt_1804_664_dst_17358.62,0,8.533110226871441
holodetect_heamato_2024-10-14_13-33-17.717__hlg_187_idx_4_cnt_1800_332_dst_16112.72,0,-3.415871470514316
holodetect_heamato_2024-10-14_13-30-30.709__hlg_36_idx_4_cnt_1400_160_dst_19463.85,0,8.730191886409273
unfocused_holodetect_heamato_2024-10-14_13-32-37.646__hlg_151_idx_6_cnt_1164_216_dst_17193.37,0,3.3291727236477358
holodetect_heamato_2024-10-14_13-31-10.572__hlg_72_idx_13_cnt_940_700_dst_21149.62,0,-2.416333438250624
holodetect_heamato_2024-10-14_13-32-48.592__hlg_161_idx_23_cnt_1480_708_dst_19890.43,0,7.955150975743381
holodetect_heamato_2024-10-14_13-30-23.166__hlg_29_idx_0_cnt_536_68_dst_18983.10,0,-4.420903285271399
holodetect_heamato_2024-10-14_13-30-07.326__hlg_14_idx_13_cnt_740_648_dst_16576.53,0,3.810184831349932
holodetect_heamato_2024-10-14_13-32-43.286__hlg_156_idx_6_cnt_404_444_dst_18536.34,0,-7.188250744694802
holodetect_heamato_2024-10-14_13-32-18.27__hlg_134_idx_3_cnt_72_120_dst_16902.25,0,2.4363641138094505
unfocused_holodetect_heamato_2024-10-14_13-32-51.165__hlg_163_idx_9_cnt_76_448_dst_15720.61,0,-3.117796693940562
holodetect_heamato_2024-10-14_13-32-04.148__hlg_121_idx_7_cnt_1448_284_dst_20495.78,0,-5.478436727303302
holodetect_heamato_2024-10-14_13-33-00.161__hlg_171_idx_1_cnt_1668_100_dst_21318.25,0,6.800293448273953
holodetect_heamato_2024-10-14_13-31-43.596__hlg_102_idx_22_cnt_132_876_dst_17830.05,0,-6.900068246049155
holodetect_heamato_2024-10-14_13-31-12.584__hlg_74_idx_17_cnt_612_916_dst_17901.55,0,-6.457040558621556
holodetect_heamato_2024-10-14_13-32-31.77__hlg_145_idx_4_cnt_1856_300_dst_17468.50,0,0.4929293726672923
holodetect_heamato_2024-10-14_13-31-27.130__hlg_87_idx_19_cnt_1112_908_dst_15418.50,0,1.1500783709757667
unfocused_holodetect_heamato_2024-10-14_13-31-54.490__hlg_112_idx_3_cnt_236_384_dst_16332.98,0,1.0068698421233302
holodetect_heamato_2024-10-14_13-32-07.244__hlg_124_idx_23_cnt_1772_956_dst_15853.53,0,-3.431981376903978
holodetect_heamato_2024-10-14_13-32-57.987__hlg_169_idx_8_cnt_552_664_dst_21590.55,0,5.959650130879837
holodetect_heamato_2024-10-14_13-32-32.276__hlg_146_idx_3_cnt_1196_272_dst_17118.24,0,-9.279905787067326
holodetect_heamato_2024-10-14_13-30-17.749__hlg_24_idx_1_cnt_1028_64_dst_21719.25,0,5.172275760581504
holodetect_heamato_2024-10-14_13-31-06.82__hlg_68_idx_12_cnt_1032_600_dst_21000.00,0,4.222965141851138
holodetect_heamato_2024-10-14_13-30-58.251__hlg_61_idx_4_cnt_1856_248_dst_16077.50,0,-0.5387421588220387
holodetect_heamato_2024-10-14_13-30-27.608__hlg_33_idx_12_cnt_68_744_dst_17638.50,0,-8.297775357777834
holodetect_heamato_2024-10-14_13-31-44.680__hlg_103_idx_3_cnt_1720_348_dst_21433.80,0,-8.142201712072449
holodetect_heamato_2024-10-14_13-31-52.167__hlg_110_idx_8_cnt_1184_236_dst_20300.00,0,0.436542007805154
holodetect_heamato_2024-10-14_13-31-19.336__hlg_80_idx_14_cnt_1772_716_dst_18397.12,0,8.566046905718173
holodetect_heamato_2024-10-14_13-32-53.326__hlg_165_idx_0_cnt_380_72_dst_20745.78,0,-1.070356940119508
holodetect_heamato_2024-10-14_13-33-13.25__hlg_183_idx_7_cnt_120_196_dst_21150.67,0,-4.86786370335688
holodetect_heamato_2024-10-14_13-30-30.709__hlg_36_idx_5_cnt_1232_272_dst_16751.18,0,-0.6482138038164464
holodetect_heamato_2024-10-14_13-32-21.447__hlg_137_idx_17_cnt_768_956_dst_20690.80,0,7.043057267706672
holodetect_heamato_2024-10-14_13-31-58.666__hlg_116_idx_15_cnt_488_676_dst_16510.05,0,-5.927386546818223
holodetect_heamato_2024-10-14_13-31-00.310__hlg_63_idx_0_cnt_1120_224_dst_21486.32,0,2.1344369270345043
holodetect_heamato_2024-10-14_13-32-48.592__hlg_161_idx_21_cnt_1180_596_dst_19997.88,0,-0.1302073589977559
holodetect_heamato_2024-10-14_13-31-30.436__hlg_90_idx_5_cnt_1144_276_dst_16336.57,0,-7.075698785262478
holodetect_heamato_2024-10-14_13-32-12.625__hlg_129_idx_13_cnt_236_788_dst_18249.99,0,-4.616493562205148
holodetect_heamato_2024-10-14_13-30-54.694__hlg_58_idx_20_cnt_192_956_dst_21450.96,0,1.5273027284657648
holodetect_heamato_2024-10-14_13-33-24.121__hlg_193_idx_15_cnt_1656_800_dst_16965.95,0,-6.484291012488743
holodetect_heamato_2024-10-14_13-31-07.64__hlg_69_idx_4_cnt_708_244_dst_20477.88,0,9.35116401902204
holodetect_heamato_2024-10-14_13-31-56.605__hlg_114_idx_10_cnt_120_844_dst_16573.47,0,-9.823902280829234
holodetect_heamato_2024-10-14_13-32-15.881__hlg_132_idx_15_cnt_1084_640_dst_15887.33,0,-8.817409228620143
holodetect_heamato_2024-10-14_13-31-50.49__hlg_108_idx_16_cnt_640_608_dst_16838.50,0,-0.3596230579500781
unfocused_holodetect_heamato_2024-10-14_13-30-32.929__hlg_38_idx_2_cnt_368_152_dst_19546.38,0,6.0285319674958
unfocused_holodetect_heamato_2024-10-14_13-32-05.229__hlg_122_idx_18_cnt_1400_956_dst_16154.29,0,3.199318090224341
holodetect_heamato_2024-10-14_13-31-17.322__hlg_78_idx_18_cnt_704_944_dst_16580.54,0,-5.0849168526555255
holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_24_cnt_1852_728_dst_19447.32,0,1.793737602284593
holodetect_heamato_2024-10-14_13-30-14.553__hlg_21_idx_1_cnt_684_80_dst_21719.25,0,8.377824611954946
unfocused_holodetect_heamato_2024-10-14_13-32-58.970__hlg_170_idx_15_cnt_1012_644_dst_16689.07,0,6.157606348506124
holodetect_heamato_2024-10-14_13-32-18.27__hlg_134_idx_10_cnt_840_724_dst_20710.80,0,2.075037329370355
holodetect_heamato_2024-10-14_13-32-39.964__hlg_153_idx_25_cnt_628_648_dst_19319.25,0,-4.244445285896267
holodetect_heamato_2024-10-14_13-30-31.949__hlg_37_idx_12_cnt_904_824_dst_16350.17,0,-3.681501822371656
holodetect_heamato_2024-10-14_13-30-51.593__hlg_55_idx_4_cnt_388_380_dst_16798.12,0,-4.377367148814568
holodetect_heamato_2024-10-14_13-32-51.165__hlg_163_idx_6_cnt_1388_228_dst_15976.20,0,-4.7156315120233945
holodetect_heamato_2024-10-14_13-30-33.961__hlg_39_idx_13_cnt_1760_452_dst_18773.65,0,-8.655979881858812
holodetect_heamato_2024-10-14_13-29-55.430__hlg_1_idx_19_cnt_904_948_dst_16895.78,0,7.779364994101523
holodetect_heamato_2024-10-14_13-32-39.964__hlg_153_idx_15_cnt_1544_508_dst_15685.95,0,7.343085166656964
holodetect_heamato_2024-10-14_13-31-52.167__hlg_110_idx_21_cnt_928_872_dst_15758.12,0,7.941589611359802
holodetect_heamato_2024-10-14_13-33-23.36__hlg_192_idx_8_cnt_1616_300_dst_20003.47,0,5.144185117647759
unfocused_holodetect_heamato_2024-10-14_13-30-31.949__hlg_37_idx_15_cnt_1264_956_dst_16857.18,0,5.607896001346222
holodetect_heamato_2024-10-14_13-32-28.398__hlg_143_idx_22_cnt_776_608_dst_21694.86,0,4.487402222933827
unfocused_holodetect_heamato_2024-10-14_13-31-29.402__hlg_89_idx_19_cnt_948_956_dst_20339.07,0,-5.139092512165034
holodetect_heamato_2024-10-14_13-31-29.402__hlg_89_idx_17_cnt_1280_856_dst_20351.18,0,-3.5698276128349598
holodetect_heamato_2024-10-14_13-32-20.466__hlg_136_idx_2_cnt_500_204_dst_19312.68,0,-5.912112501258068
holodetect_heamato_2024-10-14_13-31-25.894__hlg_86_idx_15_cnt_1836_572_dst_19222.72,0,-5.756388628481648
holodetect_heamato_2024-10-14_13-32-04.148__hlg_121_idx_17_cnt_1708_760_dst_20412.47,0,-8.054334374712383
holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_7_cnt_980_252_dst_15742.72,0,-2.982147272737803
holodetect_heamato_2024-10-14_13-30-46.130__hlg_50_idx_8_cnt_1528_752_dst_20895.78,0,9.637752793404076
holodetect_heamato_2024-10-14_13-32-57.987__hlg_169_idx_5_cnt_1756_332_dst_16697.12,0,-6.982197678028122
unfocused_holodetect_heamato_2024-10-14_13-30-55.725__hlg_59_idx_9_cnt_280_540_dst_16267.71,0,-6.874675457901915
holodetect_heamato_2024-10-14_13-31-43.596__hlg_102_idx_13_cnt_612_704_dst_19805.03,0,-9.838253945768178
holodetect_heamato_2024-10-14_13-32-37.646__hlg_151_idx_10_cnt_576_316_dst_17501.72,0,1.493204065487137
holodetect_heamato_2024-10-14_13-32-34.445__hlg_148_idx_27_cnt_948_752_dst_20206.57,0,8.06992854165036
unfocused_holodetect_heamato_2024-10-14_13-30-49.224__hlg_53_idx_31_cnt_1268_956_dst_17865.56,0,8.641891956487077
holodetect_heamato_2024-10-14_13-33-05.400__hlg_176_idx_3_cnt_1408_296_dst_18670.43,0,5.454389718322963
holodetect_heamato_2024-10-14_13-33-13.25__hlg_183_idx_22_cnt_1456_672_dst_19195.03,0,3.7581511953023514
holodetect_heamato_2024-10-14_13-31-45.659__hlg_104_idx_14_cnt_1536_792_dst_16357.75,0,-0.5654308107959283
holodetect_heamato_2024-10-14_13-32-14.745__hlg_131_idx_13_cnt_92_680_dst_18060.83,0,-9.941009338029987
